title,year,director,country,duration,genre,first_day,first_week,first_weekend,hebdo_rank,total_spectator,copies,rating_press,rating_public,casting,budget,lang,visa,award
phenomene,1996,jon turteltaub,etatsunis,7380,comedie,85471.8,204113,457833.2,4,578794,253,-1.0,2.9,"[""John Travolta"", ""Kyra Sedgwick"", ""Forest Whitaker"", ""Robert Duvall""]",32000000.0,"[""anglais""]",90494.0,0.0
transformers the last knight,2017,michael bay,etatsunis,8940,science fiction,274792.0,810533,713360.0,1,1428793,815,2.3,2.3,"[""Mark Wahlberg"", ""Laura Haddock"", ""Anthony Hopkins"", ""Isabela Merced""]",67800000.0,"[""anglais""]",146534.0,0.0
decroche les etoiles,1996,nick cassavetes,etatsunis,6420,comedie,76704.29752953813,30027,378094.05652680655,13,95741,47,-1.0,3.4,"[""Gena Rowlands"", ""Marisa Tomei"", ""Gérard Depardieu"", ""Moira Kelly""]",224575553.58251366,"[""anglais""]",90216.0,0.0
les enfants du marais,1999,jean becker,france,6900,comedie,46618.8,374542,237219.2,2,2136345,261,3.5,2.9,"[""Jacques Villeret"", ""Jacques Gamblin"", ""André Dussollier"", ""Michel Serrault""]",9240000.0,"[""francais""]",94751.0,0.0
nwa straight outta compton,2015,f gary gray,etatsunis,8820,drame,36817.0,219830,182966.0,2,549660,275,3.2,4.2,"[""O&#039;Shea Jackson Jr."", ""Corey Hawkins"", ""Jason Mitchell"", ""Neil Brown Jr.""]",491198000.0,"[""anglais""]",143009.0,0.0
wall street largent ne dort jamais,2010,oliver stone,etatsunis,7620,thriller,48929.0,292351,252760.0,2,572417,410,2.3,2.6,"[""Michael Douglas"", ""Shia LaBeouf"", ""Josh Brolin"", ""Carey Mulligan""]",70000000.0,"[""anglais""]",126363.0,0.0
pompei,2014,paul ws anderson,etatsunis,6120,peplum,46155.0,338692,262384.0,5,715284,301,2.6,2.4,"[""Kit Harington"", ""Carrie-Anne Moss"", ""Emily Browning"", ""Adewale Akinnuoye-Agbaje""]",100000000.0,"[""anglais""]",139072.0,0.0
walle,2008,andrew stanton,etatsunis,5820,animation,190002.0,925900,746182.0,1,3261002,736,4.6,4.4,[],180000000.0,"[""anglais""]",120904.0,4.0
white material,2010,claire denis,france,6120,drame,6276.0,56528,45845.0,9,147295,86,3.9,2.5,"[""Isabelle Huppert"", ""Isaach de Bankolé"", ""Christopher Lambert"", ""Nicolas Duvauchelle""]",96200000.0,"[""francais""]",114152.0,2.0
nettoyage a sec,1997,anne fontaine,france,5820,comedie,76704.29752953813,116211,378094.05652680655,5,444060,118,-1.0,3.2,"[""Miou-Miou"", ""Charles Berling"", ""Mathilde Seigner"", ""Stanislas Merhar""]",224575553.58251366,"[""francais""]",89462.0,2.0
vous allez rencontrer un bel et sombre inconnu,2010,woody allen,etatsunis,5880,comedie,42910.0,337498,271686.0,2,866732,406,3.5,2.7,"[""Naomi Watts"", ""Antonio Banderas"", ""Josh Brolin"", ""Anthony Hopkins""]",22000000.0,"[""anglais""]",127470.0,1.0
serial lover,1998,james huth,france,5100,comedie,76704.29752953813,96425,378094.05652680655,7,183562,171,-1.0,2.5,"[""Michèle Laroque"", ""Albert Dupontel"", ""Elise Tielrooy"", ""Michel Vuillermoz""]",224575553.58251366,"[""francais""]",91984.0,0.0
le garcon et le heron,2023,hayao miyazaki,japon,7500,animation,227457.0,702835,647248.0,1,1599403,461,4.2,3.8,[],69200000.0,"[""japonais""]",160700.0,3.0
batman forever,1995,joel schumacher,etatsunis,7320,comicbook,58476.2,559225,388611.0,1,1681063,371,-1.0,1.9,"[""Val Kilmer"", ""Tommy Lee Jones"", ""Jim Carrey"", ""Nicole Kidman""]",100000000.0,"[""anglais""]",87893.0,0.0
the truman show,1998,peter weir,etatsunis,6180,comedie,95435.0,576568,316817.8,3,1641062,389,3.6,4.3,"[""Jim Carrey"", ""Laura Linney"", ""Natascha McElhone"", ""Ed Harris""]",60000000.0,"[""anglais""]",94808.0,6.0
le moine,2011,dominik moll,france,6060,thriller,14554.0,101021,78490.0,9,182910,190,2.6,2.3,"[""Vincent Cassel"", ""Déborah François"", ""Joséphine Japy"", ""Sergi López""]",11000000.0,"[""francais"", ""espagnol""]",120426.0,1.0
le ruban blanc,2009,michael haneke,allemagne,8640,drame,17298.0,164012,126280.0,6,649212,133,4.1,3.6,"[""Christian Friedel"", ""Ernst Jacobi"", ""Leonie Benesch"", ""Ulrich Tukur""]",12000000.0,"[""allemand"", ""italien"", ""polonais""]",119556.0,5.0
vous navez encore rien vu,2012,alain resnais,france,6900,comedie dramatique,10555.0,71849,58511.0,9,156670,159,4.0,2.5,"[""Mathieu Amalric"", ""Pierre Arditi"", ""Sabine Azéma"", ""Jean-Noël Brouté""]",8000000.0,"[""francais""]",126001.0,0.0
ma part du gateau,2011,cedric klapisch,france,6540,comedie dramatique,62474.0,530847,370390.0,1,1025887,482,2.7,2.6,"[""Karin Viard"", ""Gilles Lellouche"", ""Audrey Lamy"", ""Jean-Pierre Martins""]",9000000.0,"[""francais""]",124350.0,2.0
les petits mouchoirs,2010,guillaume canet,france,9240,comedie dramatique,166477.0,1369812,1018595.0,1,5457251,555,2.9,3.6,"[""François Cluzet"", ""Marion Cotillard"", ""Benoît Magimel"", ""Gilles Lellouche""]",17000000.0,"[""francais""]",121898.0,4.0
le cur des hommes 3,2013,marc esposito,france,6840,comedie,52203.0,265764,205262.0,7,463346,486,1.8,2.8,"[""Bernard Campan"", ""Jean-Pierre Darroussin"", ""Eric Elmosnino"", ""Marc Lavoine""]",54400000.0,"[""francais""]",130692.0,0.0
the ghost writer,2010,roman polanski,france,7680,thriller,39288.0,323969,269699.0,2,1081016,292,4.6,3.8,"[""Ewan McGregor"", ""Pierce Brosnan"", ""Kim Cattrall"", ""Timothy Hutton""]",45000000.0,"[""anglais""]",119365.0,14.0
dialogue avec mon jardinier,2007,jean becker,france,6600,comedie,43300.0,321480,265775.0,2,1366765,513,2.8,3.4,"[""Daniel Auteuil"", ""Jean-Pierre Darroussin"", ""Fanny Cottençon"", ""Elodie Navarre""]",8700000.0,"[""francais""]",114765.0,0.0
le drole de noel de scrooge,2009,robert zemeckis,etatsunis,5760,animation,49625.0,499094,365702.0,3,1410673,508,3.2,3.5,"[""Jim Carrey"", ""Gary Oldman"", ""Colin Firth"", ""Robin Wright""]",200000000.0,"[""anglais""]",124555.0,0.0
meurtre parfait,1998,andrew davis,etatsunis,6360,thriller,76704.29752953813,302701,378094.05652680655,2,854663,300,-1.0,2.8,"[""Michael Douglas"", ""Gwyneth Paltrow"", ""Viggo Mortensen"", ""Sarita Choudhury""]",224575553.58251366,"[""anglais"", ""allemand""]",95314.0,0.0
les stagiaires,2013,shawn levy,etatsunis,7140,comedie,11062.0,154859,89356.0,6,279049,293,2.1,2.8,"[""Vince Vaughn"", ""Owen Wilson"", ""Rose Byrne"", ""Max Minghella""]",58000000.0,"[""anglais""]",136218.0,0.0
lantre de la folie,1995,john carpenter,etatsunis,5700,horreur,76704.29752953813,75586,378094.05652680655,10,182061,80,-1.0,3.6,"[""Jürgen Prochnow"", ""Sam Neill"", ""David Warner"", ""Charlton Heston""]",224575553.58251366,"[""anglais""]",-1.0,0.0
les noces rebelles,2009,sam mendes,etatsunis,7140,drame,45329.0,409884,340950.0,1,1142067,300,3.8,3.7,"[""Kate Winslet"", ""Leonardo DiCaprio"", ""Michael Shannon"", ""Kathy Bates""]",35000000.0,"[""anglais""]",122095.0,1.0
kirikou et les hommes et les femmes,2012,michel ocelot,france,5280,animation,60355.0,227806,214262.0,3,1082822,515,3.4,3.4,[],51000000.0,"[""francais""]",130334.0,0.0
une histoire vraie,1999,david lynch,etatsunis,6660,drame,20349.0,119427,346908.8,7,516597,127,4.2,3.9,"[""Richard Farnsworth"", ""Sissy Spacek"", ""Harry Dean Stanton"", ""Jane Galloway Heitz""]",10000000.0,"[""anglais""]",98303.0,0.0
la ligne droite,2011,regis wargnier,france,5880,drame,11933.0,69950,60093.0,17,106980,247,2.2,2.9,"[""Rachida Brakni"", ""Cyril Descours"", ""Clémentine Célarié"", ""Seydina Baldé""]",9260000.0,"[""arabic"", ""anglais"", ""francais""]",125794.0,0.0
etreintes brisees,2009,pedro almodovar,espagne,7620,drame,41941.0,295775,246942.0,3,918919,288,4.3,3.7,"[""Penélope Cruz"", ""Lluis Homar"", ""Blanca Portillo"", ""José Luis Gómez""]",18000000.0,"[""anglais"", ""espagnol""]",122644.0,1.0
machete,2010,robert rodriguez,etatsunis,6300,aventure action,13800.0,100994,81733.0,9,177915,178,3.4,3.5,"[""Danny Trejo"", ""Michelle Rodriguez"", ""Jessica Alba"", ""Robert De Niro""]",105000000.0,"[""anglais"", ""espagnol""]",127487.0,1.0
the passenger,2018,jaume colletserra,etatsunis,6300,thriller,34336.0,277629,233018.0,2,628795,389,2.4,3.2,"[""Liam Neeson"", ""Vera Farmiga"", ""Patrick Wilson"", ""Sam Neill""]",233118750.8,"[""anglais""]",147957.0,0.0
10 000,2008,roland emmerich,etatsunis,6540,aventure action,50468.0,474853,371765.0,2,833476,563,1.9,1.8,"[""Steven Strait"", ""Camilla Belle"", ""Cliff Curtis"", ""Joel Virgel""]",105000000.0,"[""anglais""]",-1.0,0.0
hunger games lembrasement,2013,francis lawrence,etatsunis,8760,fantasy,252042.0,1425123,1273388.0,1,3140889,755,3.6,3.9,"[""Jennifer Lawrence"", ""Josh Hutcherson"", ""Liam Hemsworth"", ""Woody Harrelson""]",130000000.0,"[""anglais""]",138172.0,0.0
total recall memoires programmees,2012,len wiseman,etatsunis,7260,science fiction,171894.0,551476,442956.0,1,1276485,524,1.9,2.8,"[""Colin Farrell"", ""Kate Beckinsale"", ""Jessica Biel"", ""Bryan Cranston""]",200000000.0,"[""anglais""]",134074.0,0.0
le cinquieme element,1997,luc besson,france,7560,science fiction,303860.0,1813448,1560209.0,1,7727697,527,3.0,4.2,"[""Bruce Willis"", ""Milla Jovovich"", ""Gary Oldman"", ""Ian Holm""]",75210000.0,"[""anglais""]",90813.0,5.0
de vrais mensonges,2010,pierre salvadori,france,6300,comedie,32279.0,240103,197866.0,4,545662,400,3.0,2.8,"[""Audrey Tautou"", ""Nathalie Baye"", ""Sami Bouajila"", ""Stéphanie Lagarde""]",43560000.0,"[""francais""]",119607.0,0.0
lincroyable hulk,2008,louis leterrier,etatsunis,6840,comicbook,116770.0,517088,418456.0,1,1022782,679,3.4,3.1,"[""Edward Norton"", ""Liv Tyler"", ""Tim Roth"", ""William Hurt""]",150000000.0,"[""anglais"", ""portugais"", ""espagnol""]",119821.0,0.0
king guillaume,2009,pierrefrancois martinlaval,france,5100,comedie,22564.0,141566,122472.0,10,204798,333,2.2,1.5,"[""Pierre-François Martin-Laval"", ""Florence Foresti"", ""Pierre Richard"", ""Raymond Bouchard""]",31524000.0,"[""francais""]",120141.0,0.0
holiday,2010,guillaume nicloux,france,5400,comedie,7540.0,50045,40704.0,14,67962,126,2.4,1.9,"[""Jean-Pierre Darroussin"", ""Judith Godrèche"", ""Josiane Balasko"", ""Scali Delpeyrat""]",16800000.0,"[""francais""]",125426.0,0.0
dans la peau de john malkovich,1999,spike jonze,etatsunis,6720,comedie,28093.8,124550,212054.8,6,717275,94,3.9,3.6,"[""John Cusack"", ""Cameron Diaz"", ""John Malkovich"", ""Catherine Keener""]",13000000.0,"[""anglais""]",98674.0,2.0
du plomb dans la tete,2013,walter hill,etatsunis,5460,aventure action,14996.0,98210,79717.0,12,135038,241,1.9,2.6,"[""Sylvester Stallone"", ""Sung Kang"", ""Sarah Shahi"", ""Jason Momoa""]",55000000.0,"[""anglais""]",133209.0,0.0
resident evil afterlife 3d,2010,paul ws anderson,etatsunis,6000,aventure action,70336.0,404807,360771.0,2,911560,408,1.3,2.1,"[""Milla Jovovich"", ""Ali Larter"", ""Shawn Roberts"", ""Wentworth Miller""]",60000000.0,"[""anglais""]",-1.0,0.0
lheure zero,2007,pascal thomas,france,6420,thriller,30710.0,240164,191641.0,4,510865,242,3.4,2.2,"[""François Morel"", ""Danielle Darrieux"", ""Melvil Poupaud"", ""Laura Smet""]",121866000.0,"[""francais""]",116082.0,0.0
arnaques crimes et botanique,1998,guy ritchie,grandebretagne,6360,thriller,9575.8,44513,55659.4,17,111337,74,1.6,4.0,"[""Jason Statham"", ""Nick Moran"", ""Dexter Fletcher"", ""Jason Flemyng""]",960000.0,"[""anglais""]",95621.0,0.0
knight of cups,2015,terrence malick,etatsunis,7080,drame,2827.0,19152,14925.0,19,34574,39,3.3,2.6,"[""Christian Bale"", ""Natalie Portman"", ""Cate Blanchett"", ""Antonio Banderas""]",14640000.0,"[""anglais"", ""allemand""]",143236.0,0.0
sagan,2008,diane kurys,france,7020,drame,30541.0,197375,153454.0,4,526872,247,3.0,3.3,"[""Sylvie Testud"", ""Pierre Palmade"", ""Jeanne Balibar"", ""Lionel Abelanski""]",124066000.0,"[""francais""]",119342.0,3.0
truands,2007,frederic schoendoerffer,france,6420,thriller,22654.0,173561,145583.0,4,318169,196,2.0,2.0,"[""Benoît Magimel"", ""Philippe Caubère"", ""Béatrice Dalle"", ""Olivier Marchal""]",4000000.0,"[""francais""]",106009.0,0.0
le vilain,2009,albert dupontel,france,5160,comedie,50669.0,354789,300637.0,4,921581,354,3.5,3.3,"[""Albert Dupontel"", ""Catherine Frot"", ""Bouli Lanners"", ""Nicolas Marié""]",53294000.0,"[""francais""]",-1.0,1.0
camping 2,2010,fabien onteniente,france,5940,comedie,292848.0,1357109,1186944.0,1,3978284,781,2.6,1.6,"[""Franck Dubosc"", ""Richard Anconina"", ""Mathilde Seigner"", ""Antoine Duléry""]",23070000.0,"[""francais""]",-1.0,1.0
iron man 3,2013,shane black,etatsunis,7800,comicbook,318216.0,2064740,1633980.0,1,4386939,740,3.2,3.8,"[""Robert Downey Jr."", ""Gwyneth Paltrow"", ""Don Cheadle"", ""Ben Kingsley""]",200000000.0,"[""anglais""]",136089.0,0.0
scream 4,2011,wes craven,etatsunis,6660,horreur,109095.0,533026,413556.0,2,1070890,440,3.3,3.0,"[""Neve Campbell"", ""David Arquette"", ""Courteney Cox"", ""Emma Roberts""]",40000000.0,"[""anglais""]",129305.0,0.0
austin powers 2 lespion qui ma tiree,1999,jay roach,etatsunis,5700,comedie,50212.0,494479,609661.0,3,1144894,497,3.2,2.7,"[""Mike Myers"", ""Heather Graham"", ""Michael York"", ""Robert Wagner""]",33000000.0,"[""anglais""]",98347.0,0.0
regarde les hommes tomber,1994,jacques audiard,france,6600,thriller,76704.29752953813,39739,378094.05652680655,10,218831,46,-1.0,3.3,"[""Jean-Louis Trintignant"", ""Mathieu Kassovitz"", ""Jean Yanne"", ""Bulle Ogier""]",224575553.58251366,"[""francais""]",84098.0,3.0
donnie brasco,1997,mike newell,etatsunis,7500,thriller,76704.29752953813,269267,378094.05652680655,3,720753,311,3.4,4.0,"[""Al Pacino"", ""Johnny Depp"", ""Michael Madsen"", ""Ronnie Farer""]",224575553.58251366,"[""anglais""]",91879.0,0.0
prete a tout,1995,gus van sant,etatsunis,6420,thriller,76704.29752953813,92739,378094.05652680655,5,229513,-1,-1.0,3.1,"[""Nicole Kidman"", ""Matt Dillon"", ""Casey Affleck"", ""Joaquin Phoenix""]",224575553.58251366,"[""anglais""]",88840.0,1.0
a la merveille,2013,terrence malick,etatsunis,6720,drame,6627.0,40425,32568.0,18,84832,70,2.8,2.3,"[""Ben Affleck"", ""Olga Kurylenko"", ""Rachel McAdams"", ""Javier Bardem""]",98200000.0,"[""anglais"", ""francais"", ""italien"", ""espagnol""]",133208.0,0.0
the bling ring,2013,sofia coppola,etatsunis,5400,drame,31065.0,171401,137621.0,5,428678,205,3.1,2.5,"[""Emma Watson"", ""Katie Chang"", ""Israel Broussard"", ""Claire Julien""]",132200000.0,"[""anglais""]",134779.0,0.0
gemini man,2019,ang lee,etatsunis,7020,science fiction,46877.0,360006,306536.0,2,922507,513,2.9,2.7,"[""Will Smith"", ""Mary Elizabeth Winstead"", ""Clive Owen"", ""Benedict Wong""]",46634000.0,"[""anglais""]",151383.0,0.0
casque bleu,1994,gerard jugnot,france,5700,comedie,76704.29752953813,185313,378094.05652680655,2,1015156,194,-1.0,1.8,"[""Gérard Jugnot"", ""Micheline Presle"", ""Jean-Pierre Cassel"", ""Claude Piéplu""]",224575553.58251366,"[""francais""]",-1.0,0.0
max la menace,2008,peter segal,etatsunis,6600,comedie,24347.0,220612,171501.0,3,415099,448,3.0,2.7,"[""Steve Carell"", ""Anne Hathaway"", ""Alan Arkin"", ""Dwayne Johnson""]",80000000.0,"[""anglais"", ""russe""]",121386.0,0.0
le village des damnes,1995,john carpenter,etatsunis,5880,horreur,76704.29752953813,53020,378094.05652680655,8,144975,67,-1.0,2.8,"[""Christopher Reeve"", ""Kirstie Alley"", ""Linda Kozlowski"", ""Michael Paré""]",224575553.58251366,"[""anglais""]",87969.0,0.0
lagence tous risques,2010,joe carnahan,etatsunis,7020,aventure action,93752.0,469720,403719.0,1,1179449,621,3.2,3.2,"[""Liam Neeson"", ""Bradley Cooper"", ""Jessica Biel"", ""Quinton Rampage Jackson""]",110000000.0,"[""anglais"", ""francais"", ""espagnol"", ""swahili""]",-1.0,0.0
lennui,1998,cedric kahn,france,6120,drame,76704.29752953813,74450,378094.05652680655,9,299701,52,4.1,2.3,"[""Charles Berling"", ""Sophie Guillemin"", ""Arielle Dombasle"", ""Anne-Sophie Morillon""]",224575553.58251366,"[""francais""]",-1.0,1.0
complots,1997,richard donner,etatsunis,8100,aventure action,210174.8,456461,571826.2,2,1202722,464,-1.0,3.2,"[""Mel Gibson"", ""Julia Roberts"", ""Patrick Stewart"", ""Cylk Cozart""]",75000000.0,"[""anglais""]",92651.0,0.0
la fille coupee en deux,2007,claude chabrol,france,6900,drame,50685.0,247078,194036.0,5,752871,292,3.8,2.3,"[""Ludivine Sagnier"", ""François Berléand"", ""Benoît Magimel"", ""Mathilda May""]",189000000.0,"[""francais""]",115546.0,0.0
trafic dinfluence,1999,dominique farrugia,france,5700,comedie,76704.29752953813,151466,378094.05652680655,6,290597,417,2.5,1.6,"[""Thierry Lhermitte"", ""Gérard Jugnot"", ""Aure Atika"", ""Lionel Abelanski""]",224575553.58251366,"[""francais""]",-1.0,0.0
argo,2012,ben affleck,etatsunis,7140,thriller,41689.0,365701,289880.0,4,1375884,343,3.7,4.1,"[""Ben Affleck"", ""Bryan Cranston"", ""John Goodman"", ""Alan Arkin""]",445000000.0,"[""anglais""]",134951.0,14.0
jumper,2008,doug liman,etatsunis,5400,aventure action,126408.0,626887,530800.0,3,1154065,586,2.3,2.8,"[""Hayden Christensen"", ""Samuel L. Jackson"", ""Jamie Bell"", ""Rachel Bilson""]",85000000.0,"[""anglais""]",-1.0,1.0
le code a change,2009,daniele thompson,france,6000,comedie dramatique,128677.0,762912,621689.0,1,1626878,523,3.3,2.3,"[""Karin Viard"", ""Dany Boon"", ""Marina Foïs"", ""Patrick Bruel""]",12000000.0,"[""francais""]",118494.0,0.0
les anges gardiens,1995,jeanmarie poire,france,6600,comedie,59327.4,1388080,312323.0,1,5793034,582,-1.0,2.4,"[""Gérard Depardieu"", ""Christian Clavier"", ""Yves Rénier"", ""Eva Grimaldi""]",16140000.0,"[""""]",83154.0,0.0
savages,2012,oliver stone,etatsunis,7800,thriller,30524.0,216929,180899.0,4,501514,307,3.0,3.4,"[""Taylor Kitsch"", ""Aaron Taylor-Johnson"", ""Blake Lively"", ""Benicio Del Toro""]",121866000.0,"[""anglais""]",133958.0,0.0
le voyage en armenie,2006,robert guediguian,france,7500,drame,10407.0,67706,47381.0,11,261456,174,3.6,2.7,"[""Ariane Ascaride"", ""Gérard Meylan"", ""Simon Abkarian"", ""Serge Avédikian""]",36000000.0,"[""francais""]",112730.0,1.0
au revoir a jamais,1996,renny harlin,etatsunis,7200,aventure action,105293.6,219442,505344.4,4,852044,251,-1.0,3.0,"[""Geena Davis"", ""Samuel L. Jackson"", ""Brian Cox"", ""Yvonne Zima""]",65000000.0,"[""anglais"", ""allemand""]",91314.0,0.0
passepasse,2008,tonie marshall,france,5580,comedie,25353.0,195378,156547.0,6,290299,278,2.8,1.7,"[""Nathalie Baye"", ""Edouard Baer"", ""Guy Marchand"", ""Mélanie Bernier""]",126800000.0,"[""francais""]",-1.0,0.0
lile aux tresors,2007,alain berberian,france,6000,comedie,47333.0,271757,231720.0,4,512626,588,1.4,1.0,"[""Gérard Jugnot"", ""Alice Taglioni"", ""Jean-Paul Rouve"", ""Vincent Rottiers""]",39860000.0,"[""francais""]",113816.0,0.0
les rendezvous de paris,1995,eric rohmer,france,6000,comedie,76704.29752953813,21598,378094.05652680655,12,81797,30,-1.0,3.1,"[""Antoine Basler"", ""Clara Bellar"", ""Judith Chancel"", ""Mathias Mégard""]",224575553.58251366,"[""francais""]",-1.0,0.0
pixels,2015,chris columbus,etatsunis,6360,science fiction,45879.0,307415,221959.0,4,714198,500,3.2,2.7,"[""Adam Sandler"", ""Michelle Monaghan"", ""Kevin James"", ""Peter Dinklage""]",110000000.0,"[""anglais""]",-1.0,0.0
rien ne va plus,1997,claude chabrol,france,6300,thriller,76704.29752953813,172230,378094.05652680655,3,458125,234,-1.0,3.0,"[""Michel Serrault"", ""Isabelle Huppert"", ""François Cluzet"", ""Jean-François Balmer""]",224575553.58251366,"[""francais"", ""hongrois""]",90016.0,0.0
cliente,2008,josiane balasko,france,6300,comedie dramatique,37325.0,284058,230622.0,4,698623,367,2.9,2.5,"[""Nathalie Baye"", ""Eric Caravaca"", ""Isabelle Carré"", ""Josiane Balasko""]",492416000.0,"[""francais""]",117991.0,0.0
je suis une legende,2007,francis lawrence,etatsunis,6000,science fiction,185764.0,1096518,912563.0,1,2970084,621,3.1,3.8,"[""Will Smith"", ""Alice Braga"", ""Charlie Tahan"", ""Salli Richardson-Whitfield""]",150000000.0,"[""anglais""]",119393.0,3.0
steak,2007,quentin dupieux,france,4920,comedie,20502.0,197722,103494.0,5,290674,413,2.4,1.7,"[""Eric Judor"", ""Ramzy Bedia"", ""Sébastien Tellier"", ""Jonathan Lambert""]",6000000.0,"[""francais""]",107925.0,0.0
lady vegas les memoires dune joueuse,2012,stephen frears,etatsunis,5580,comedie dramatique,2779.0,16256,11899.0,19,27161,73,1.7,1.8,"[""Bruce Willis"", ""Rebecca Hall"", ""Catherine Zeta-Jones"", ""Vince Vaughn""]",20000000.0,"[""anglais""]",134018.0,0.0
la religieuse,2013,guillaume nicloux,france,6840,drame,13767.0,105241,79316.0,11,240036,199,3.3,3.4,"[""Pauline Etienne"", ""Isabelle Huppert"", ""Martina Gedeck"", ""Louise Bourgoin""]",186400000.0,"[""francais""]",126000.0,1.0
extremement fort et incroyablement pres,2012,stephen daldry,etatsunis,7740,drame,17815.0,134454,109494.0,10,217874,300,2.6,3.7,"[""Tom Hanks"", ""Thomas Horn"", ""Sandra Bullock"", ""Max von Sydow""]",42120000.0,"[""anglais""]",132207.0,0.0
esther,2009,jaume colletserra,etatsunis,7380,thriller,64100.0,259097,229324.0,4,638919,284,3.8,3.8,"[""Vera Farmiga"", ""Peter Sarsgaard"", ""Isabelle Fuhrman"", ""CCH Pounder""]",43600000.0,"[""anglais"", ""estonien""]",124482.0,0.0
lamour cest mieux a deux,2010,dominique farrugia,france,6000,comedie,44198.0,352354,302078.0,3,1123061,329,2.3,3.0,"[""Clovis Cornillac"", ""Virginie Efira"", ""Manu Payet"", ""Annelise Hesme""]",4970000.0,"[""francais""]",104990.0,0.0
